"FND_APP_DESCRIPTIVE_FLEXFIELD.DescriptiveFlexfieldCode","FND_APP_DESCRIPTIVE_FLEXFIELD.ApplicationId","ORA_FND_APP_DESCRIPTIVE_FLEXFIELD_CONTEXT.ContextCode","SegmentCode","SegmentIdentifier","ColumnName","Name","Description","Prompt","ShortPrompt","TerminologyHelpText","InFieldHelpText","SequenceNumber","EnabledFlag","DisplayType","DisplayWidth","DisplayHeight","CheckboxCheckedValue","CheckboxUncheckedValue","RequiredFlag","RangeType","DefaultType","DefaultValue","DefaultValueNumber","DefaultValueDate","DefaultValueTimestamp","DerivationValue","ReadOnlyFlag","BIEnabledFlag","BIEqualizationTag","IndexedFlag","MultirowUniqueKeyFlag","ShowValueDescription","CreationDate","CreatedBy","LastUpdateDate","LastUpdatedBy","LastUpdateLogin","ValueSetCode","UomClassCode"
"RA_INTERFACE_LINES","222","ORA_CPQ CLOUD","Order Line Number","orderLineNumber","INTERFACE_LINE_ATTRIBUTE2","Order Line Number","","Order Line Number","Order Line Number","","","2","Y","TEXT_BOX","30","","","","Y","","","","","","","","N","N","","","","","2015/07/01 02:08:15.862","SEED_DATA_FROM_APPLICATION","2015/07/01 02:08:20.681","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_CPQ CLOUD","Order Number","orderNumber","INTERFACE_LINE_ATTRIBUTE1","Order Number","","Order Number","Order Number","","","1","Y","TEXT_BOX","30","","","","Y","","","","","","","","N","N","","","","","2015/07/01 02:08:15.928","SEED_DATA_FROM_APPLICATION","2015/07/01 02:08:20.704","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_CPQ CLOUD","Order Version","salesOrderVersion","INTERFACE_LINE_ATTRIBUTE5","Order Version","","Order Version","Order Version","","","5","N","TEXT_BOX","30","","","","N","","","","","","","","N","N","","","","","2015/07/01 02:08:15.965","SEED_DATA_FROM_APPLICATION","2015/07/01 02:08:20.726","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_CPQ CLOUD","Org Id","orgId","INTERFACE_LINE_ATTRIBUTE6","Org Id","","Org Id","Org Id","","","6","N","TEXT_BOX","30","","","","N","","","","","","","","N","N","","","","","2015/07/01 02:08:16.006","SEED_DATA_FROM_APPLICATION","2015/07/01 02:08:20.745","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_CPQ CLOUD","Period","period","INTERFACE_LINE_ATTRIBUTE4","Period","Period number of recurring invoices.","Period","Period","","","4","Y","TEXT_BOX","30","","","","Y","","","","","","","","N","N","","","","","2015/07/01 02:08:16.053","SEED_DATA_FROM_APPLICATION","2016/02/26 09:41:06.019","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_CPQ CLOUD","Service Number","serviceNumber","INTERFACE_LINE_ATTRIBUTE3","Service Number","","Service Number","Service Number","","","3","Y","TEXT_BOX","30","","","","Y","","","","","","","","N","N","","","","","2015/07/01 02:08:16.111","SEED_DATA_FROM_APPLICATION","2015/07/01 02:08:20.792","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_CURRICULUM_FEES","ACAD_PERIOD","acadPeriod","INTERFACE_LINE_ATTRIBUTE3","Academic Period","Academic period in which student is enrolled.","Academic Period","Academic Period","","","30","Y","TEXT_BOX","30","","","","Y","","","","","","","","N","N","","N","","N","2017/03/19 07:32:40.034","SEED_DATA_FROM_APPLICATION","2017/03/19 07:32:41.052","SEED_DATA_FROM_APPLICATION","-1","ORA_HER_ACADEMIC_PERIODS",""
"RA_INTERFACE_LINES","222","ORA_CURRICULUM_FEES","ADJ_CAL","adjCal","INTERFACE_LINE_ATTRIBUTE8","Adjustment Calendar","Calender used to calculate refund percentage for student drops and class cancellations.","Adjustment Calendar","Adjustment Calendar","","","80","Y","TEXT_BOX","30","","","","N","","","","","","","","N","N","","N","","N","2017/03/19 07:32:40.079","SEED_DATA_FROM_APPLICATION","2017/03/19 07:32:41.086","SEED_DATA_FROM_APPLICATION","-1","ORA_HES_ADJUSTMENT_CALENDARS",""
"RA_INTERFACE_LINES","222","ORA_CURRICULUM_FEES","ADJ_REASON","adjReason","INTERFACE_LINE_ATTRIBUTE9","Adjustment Reason","Reason code associated with a class drop or cancellation.","Adjustment Reason","Adjustment Reason","","","90","Y","TEXT_BOX","30","","","","N","","","","","","","","N","N","","N","","N","2017/03/19 07:32:40.115","SEED_DATA_FROM_APPLICATION","2017/03/19 07:32:41.141","SEED_DATA_FROM_APPLICATION","-1","ORA_HER_ACTION_REASONS",""
"RA_INTERFACE_LINES","222","ORA_CURRICULUM_FEES","CURR_ID","currId","INTERFACE_LINE_ATTRIBUTE6","Curriculum ID","Curriculum ID to which fee is attached, charge curriculum ID.","Curriculum","Curriculum","","","60","Y","TEXT_BOX","30","","","","Y","","","","","","","","N","N","","N","","N","2017/03/19 07:32:40.149","SEED_DATA_FROM_APPLICATION","2017/03/19 07:32:41.178","SEED_DATA_FROM_APPLICATION","-1","ORA_HER_CURRICULUMS",""
"RA_INTERFACE_LINES","222","ORA_CURRICULUM_FEES","DISC_ID","discId","INTERFACE_LINE_ATTRIBUTE5","Discount Code","Code applied to the charges at checkout of shopping cart to reduce total amount.","Discount Code","Discount Code","","","50","Y","TEXT_BOX","30","","","","N","","","","","","","","N","N","","N","","N","2017/03/19 07:32:40.187","SEED_DATA_FROM_APPLICATION","2017/03/19 07:32:41.21","SEED_DATA_FROM_APPLICATION","-1","ORA_HES_DISCOUNTS",""
"RA_INTERFACE_LINES","222","ORA_CURRICULUM_FEES","FEE_ID","feeId","INTERFACE_LINE_ATTRIBUTE4","Fee","Fee code attached to the curriculum ID.","Fee","Fee","","","40","Y","TEXT_BOX","30","","","","Y","","","","","","","","N","N","","N","","N","2017/03/19 07:32:40.23","SEED_DATA_FROM_APPLICATION","2017/03/19 07:32:41.237","SEED_DATA_FROM_APPLICATION","-1","ORA_HES_FEES",""
"RA_INTERFACE_LINES","222","ORA_CURRICULUM_FEES","INSTITUTION","institution","INTERFACE_LINE_ATTRIBUTE2","Institution","Academic institution associated with the charge.","Institution","Institution","","","20","Y","TEXT_BOX","30","","","","Y","","","","","","","","N","N","","N","","N","2017/03/19 07:32:40.273","SEED_DATA_FROM_APPLICATION","2017/03/19 07:32:41.284","SEED_DATA_FROM_APPLICATION","-1","ORA_HER_ACADEMIC_INSTITUTIONS",""
"RA_INTERFACE_LINES","222","ORA_CURRICULUM_FEES","STDNT_CURR_ID","stdntCurrId","INTERFACE_LINE_ATTRIBUTE7","Student Curriculum Item","Unique identifier for the student enrollment.","Student Curriculum Item","Student Curriculum Item","","","70","Y","TEXT_BOX","30","","","","Y","","","","","","","","N","N","","N","","N","2017/03/19 07:32:40.32","SEED_DATA_FROM_APPLICATION","2017/03/19 07:32:41.331","SEED_DATA_FROM_APPLICATION","-1","ORA_HER_SCT_ITEMS",""
"RA_INTERFACE_LINES","222","ORA_CURRICULUM_FEES","TRANSACTION_POST","transactionPost","INTERFACE_LINE_ATTRIBUTE1","Transaction Post","Reference to the transaction posting request detail.","Transaction Post","Transaction Post","","","10","Y","TEXT_BOX","30","","","","Y","","","","","","","","N","N","","N","","N","2017/03/19 07:32:40.363","SEED_DATA_FROM_APPLICATION","2017/03/19 07:32:41.366","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_DOO_ORIGIN_SUBSCRIPTIONS","Billing Schedule Number","billingScheduleNumber","INTERFACE_LINE_ATTRIBUTE3","Billing Schedule Number","","Billing Schedule Number","Billing Schedule Number","","","30","Y","TEXT_BOX","","","","","N","","","","","","","","N","N","","N","","N","2023/02/15 06:00:32.401909","SEED_DATA_FROM_APPLICATION","2023/02/15 06:00:32.401909","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_DOO_ORIGIN_SUBSCRIPTIONS","Charge Definition Code","chargeDefinitionCode","INTERFACE_LINE_ATTRIBUTE7","Charge Definition Code","","Charge Definition Code","Charge Definition Code","","","70","Y","TEXT_BOX","","","","","N","","","","","","","","N","N","","N","","N","2023/02/15 06:00:32.401909","SEED_DATA_FROM_APPLICATION","2023/02/15 06:00:32.401909","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_DOO_ORIGIN_SUBSCRIPTIONS","OM Fulfillment Line ID","omFulfillmentId","INTERFACE_LINE_ATTRIBUTE5","OM Fulfillment Line ID","","OM Fulfillment Line ID","OM Fulfillment Line ID","","","50","Y","TEXT_BOX","","","","","N","","","","","","","","N","N","","N","","N","2023/02/15 06:00:32.401909","SEED_DATA_FROM_APPLICATION","2023/02/15 06:00:32.401909","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_DOO_ORIGIN_SUBSCRIPTIONS","OM Header ID","omHeaderId","INTERFACE_LINE_ATTRIBUTE6","OM Header ID","","OM Header ID","OM Header ID","","","60","Y","TEXT_BOX","","","","","N","","","","","","","","N","N","","N","","N","2023/02/15 06:00:32.401909","SEED_DATA_FROM_APPLICATION","2023/02/15 06:00:32.401909","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_DOO_ORIGIN_SUBSCRIPTIONS","Originating Document Type ID","originatingDocumentTypeId","INTERFACE_LINE_ATTRIBUTE8","Originating Document Type ID","","Originating Document Type ID","Originating Document Type ID","","","80","Y","TEXT_BOX","","","","","N","","","","","","","","N","N","","N","","N","2023/02/15 06:00:32.401909","SEED_DATA_FROM_APPLICATION","2023/02/15 06:00:32.401909","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_DOO_ORIGIN_SUBSCRIPTIONS","Revenue Line Number","revenueLineNumber","INTERFACE_LINE_ATTRIBUTE4","Revenue Line Number","","Revenue Line Number","Revenue Line Number","","","40","Y","TEXT_BOX","","","","","N","","","","","","","","N","N","","N","","N","2023/02/15 06:00:32.401909","SEED_DATA_FROM_APPLICATION","2023/02/15 06:00:32.401909","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_DOO_ORIGIN_SUBSCRIPTIONS","Subscription Number","subscriptionNumber","INTERFACE_LINE_ATTRIBUTE1","Subscription Number","","Subscription Number","Subscription Number","","","10","Y","TEXT_BOX","","","","","N","","","","","","","","N","N","","N","","N","2023/02/15 06:00:32.401909","SEED_DATA_FROM_APPLICATION","2023/02/15 06:00:32.401909","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_DOO_ORIGIN_SUBSCRIPTIONS","Subscription Product Number","subscriptionProductNumber","INTERFACE_LINE_ATTRIBUTE2","Subscription Product Number","","Subscription Product Number","Subscription Product Number","","","20","Y","TEXT_BOX","","","","","N","","","","","","","","N","N","","N","","N","2023/02/15 06:00:32.401909","SEED_DATA_FROM_APPLICATION","2023/02/15 06:00:32.401909","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_EXTERNAL_CREDITS","ACAD_PERIOD","acadPeriod","INTERFACE_LINE_ATTRIBUTE3","Academic Period","Academic period in which the student is enrolled.","Academic Period","Academic Period","","","30","Y","TEXT_BOX","30","","","","N","","","","","","","","N","N","","N","","N","2018/12/19 00:48:16.863902","SEED_DATA_FROM_APPLICATION","2018/12/19 00:48:16.863902","SEED_DATA_FROM_APPLICATION","-1","ORA_HER_ACADEMIC_PERIODS",""
"RA_INTERFACE_LINES","222","ORA_EXTERNAL_CREDITS","ADJUST_REF","adjustmentReference","INTERFACE_LINE_ATTRIBUTE6","Adjustment Reference","Reference for the adjustment.","Adjustment Reference","Adjustment Reference","","","60","Y","TEXT_BOX","100","","","","N","","","","","","","","N","N","","N","","N","2018/12/19 00:48:16.863902","SEED_DATA_FROM_APPLICATION","2018/12/19 00:48:16.863902","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_EXTERNAL_CREDITS","CREDIT","Credit","INTERFACE_LINE_ATTRIBUTE4","Credit","Credit associated with the transaction.","Credit","Credit","","","40","Y","TEXT_BOX","30","","","","Y","","","","","","","","N","N","","N","","N","2018/12/19 00:48:16.863902","SEED_DATA_FROM_APPLICATION","2018/12/19 00:48:16.863902","SEED_DATA_FROM_APPLICATION","-1","ORA_HES_CREDIT",""
"RA_INTERFACE_LINES","222","ORA_EXTERNAL_CREDITS","INSTITUTION","institution","INTERFACE_LINE_ATTRIBUTE2","Institution","Academic institution associated with the credit.","Institution","Institution","","","20","Y","TEXT_BOX","30","","","","Y","","","","","","","","N","N","","N","","N","2018/12/19 00:48:16.863902","SEED_DATA_FROM_APPLICATION","2018/12/19 00:48:16.863902","SEED_DATA_FROM_APPLICATION","-1","ORA_HER_ACADEMIC_INSTITUTIONS",""
"RA_INTERFACE_LINES","222","ORA_EXTERNAL_CREDITS","PAYMENT_REF","paymentReference","INTERFACE_LINE_ATTRIBUTE5","Payment Reference","Reference for the payment.","Payment Reference","Payment Reference","","","50","Y","TEXT_BOX","100","","","","N","","","","","","","","N","N","","N","","N","2018/12/19 00:48:16.863902","SEED_DATA_FROM_APPLICATION","2018/12/19 00:48:16.863902","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_EXTERNAL_CREDITS","TRANSACTION_POST","transactionPost","INTERFACE_LINE_ATTRIBUTE1","Transaction Post","Unique identifier for the transaction.","Transaction Post","Transaction Post","","","10","Y","TEXT_BOX","30","","","","Y","","","","","","","","N","N","","N","","N","2018/12/19 00:48:16.863902","SEED_DATA_FROM_APPLICATION","2018/12/19 00:48:16.863902","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_FIXED ASSETS","Shipping__Line__Reference","shippingLineReference","INTERFACE_LINE_ATTRIBUTE2","Shipping Line Reference","Shipping Line Reference Information.","Shipping Line Reference","Shipping Line Reference","","","20","Y","TEXT_BOX","30","","","","N","","","","","","","","N","N","","N","","N","2017/09/19 17:54:58.488","SEED_DATA_FROM_APPLICATION","2017/09/19 17:54:59.208","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_FIXED ASSETS","Shipping__Reference","shippingReference","INTERFACE_LINE_ATTRIBUTE1","Shipping Reference","Shipping Reference Information.","Shipping Reference","Shipping Reference","","","10","Y","TEXT_BOX","30","","","","N","","","","","","","","N","N","","N","","N","2017/09/19 17:54:58.554","SEED_DATA_FROM_APPLICATION","2017/09/19 17:54:59.226","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_GENERAL_FEES","ACAD_PERIOD","acadPeriod","INTERFACE_LINE_ATTRIBUTE3","Academic Period","Academic period in which student is enrolled.","Academic Period","Academic Period","","","30","Y","TEXT_BOX","30","","","","Y","","","","","","","","N","N","","N","","N","2017/03/19 07:32:40.521","SEED_DATA_FROM_APPLICATION","2017/03/19 07:32:41.422","SEED_DATA_FROM_APPLICATION","-1","ORA_HER_ACADEMIC_PERIODS",""
"RA_INTERFACE_LINES","222","ORA_GENERAL_FEES","DISC_ID","discId","INTERFACE_LINE_ATTRIBUTE5","Discount","Code applied to the charges at checkout of shopping cart to reduce total amount.","Discount","Discount","","","50","Y","TEXT_BOX","30","","","","N","","","","","","","","N","N","","N","","N","2017/03/19 07:32:40.559","SEED_DATA_FROM_APPLICATION","2017/03/19 07:32:41.448","SEED_DATA_FROM_APPLICATION","-1","ORA_HES_DISCOUNTS",""
"RA_INTERFACE_LINES","222","ORA_GENERAL_FEES","FEE_ID","feeId","INTERFACE_LINE_ATTRIBUTE4","Fee","Fee code attached to the curriculum ID.","Fee","Fee","","","40","Y","TEXT_BOX","30","","","","Y","","","","","","","","N","N","","N","","N","2017/03/19 07:32:40.596","SEED_DATA_FROM_APPLICATION","2017/03/19 07:32:41.481","SEED_DATA_FROM_APPLICATION","-1","ORA_HES_FEES",""
"RA_INTERFACE_LINES","222","ORA_GENERAL_FEES","INSTITUTION","institution","INTERFACE_LINE_ATTRIBUTE2","Institution","Academic institution associated with the charge.","Institution","Institution","","","20","Y","TEXT_BOX","30","","","","Y","","","","","","","","N","N","","N","","N","2017/03/19 07:32:40.64","SEED_DATA_FROM_APPLICATION","2017/03/19 07:32:41.508","SEED_DATA_FROM_APPLICATION","-1","ORA_HER_ACADEMIC_INSTITUTIONS",""
"RA_INTERFACE_LINES","222","ORA_GENERAL_FEES","REFERENCE","reference","INTERFACE_LINE_ATTRIBUTE6","Reference ID","Additional reference information about the charge.","Reference","Reference","","","60","Y","TEXT_BOX","30","","","","N","","","","","","","","N","N","","N","","N","2017/03/19 07:32:40.683","SEED_DATA_FROM_APPLICATION","2017/03/19 07:32:41.541","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_GENERAL_FEES","REFERENCE_TYPE","referenceType","INTERFACE_LINE_ATTRIBUTE7","Reference Type","Information on the type of fee created.","Reference Type","Reference Type","","","70","Y","TEXT_BOX","30","","","","N","","","","","","","","N","N","","N","","N","2019/03/21 17:33:10.758764","SEED_DATA_FROM_APPLICATION","2019/03/21 17:33:10.758764","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_GENERAL_FEES","TRANSACTION_POST","transactionPost","INTERFACE_LINE_ATTRIBUTE1","Transaction Post","Reference to the transaction posting request.","Transaction Post","Transaction Post","","","10","Y","TEXT_BOX","30","","","","Y","","","","","","","","N","N","","N","","N","2017/03/19 07:32:40.726","SEED_DATA_FROM_APPLICATION","2017/03/19 07:32:41.582","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_LEASE_ACCOUNTING","Asset Number","assetNumber","INTERFACE_LINE_ATTRIBUTE2","Asset Number","Segment of the Lease Accounting Receivables Transaction Line descriptive flexfield that stores the asset number of the billing item.","Asset Number","Asset Number","","","20","Y","TEXT_BOX","","","","","N","","","","","","","","N","N","","N","","N","2023/08/09 06:58:52.670019","SEED_DATA_FROM_APPLICATION","2023/08/09 06:58:52.670019","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_LEASE_ACCOUNTING","Billing Item Id","billingItemId","INTERFACE_LINE_ATTRIBUTE5","Billing Item Id","Segment of the Lease Accounting Receivables Transaction Line descriptive flexfield that stores the unique identifier of the billing item.","Billing Item Id","Billing Item Id","","","50","Y","TEXT_BOX","","","","","Y","","","","","","","","N","N","","N","","N","2023/08/09 06:58:52.670019","SEED_DATA_FROM_APPLICATION","2023/08/09 06:58:52.670019","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_LEASE_ACCOUNTING","Billing Number","billingNumber","INTERFACE_LINE_ATTRIBUTE6","Billing Number","Segment of the Lease Accounting Receivables Transaction Line descriptive flexfield that stores the billing number of the billing item.","Billing Number","Billing Number","","","60","Y","TEXT_BOX","","","","","N","","","","","","","","N","N","","N","","N","2023/08/09 06:58:52.670019","SEED_DATA_FROM_APPLICATION","2023/08/09 06:58:52.670019","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_LEASE_ACCOUNTING","Billing Purpose","billingPurpose","INTERFACE_LINE_ATTRIBUTE3","Billing Purpose","Segment of the Lease Accounting Receivables Transaction Line descriptive flexfield that stores the billing purpose of the billing item.","Billing Purpose","Billing Purpose","","","30","Y","TEXT_BOX","","","","","Y","","","","","","","","N","N","","N","","N","2023/08/09 06:58:52.670019","SEED_DATA_FROM_APPLICATION","2023/08/09 06:58:52.670019","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_LEASE_ACCOUNTING","Billing Type","billingType","INTERFACE_LINE_ATTRIBUTE4","Billing Type","Segment of the Lease Accounting Receivables Transaction Line descriptive flexfield that stores the billing type of the billing item.","Billing Type","Billing Type","","","40","Y","TEXT_BOX","","","","","N","","","","","","","","N","N","","N","","N","2023/08/09 06:58:52.670019","SEED_DATA_FROM_APPLICATION","2023/08/09 06:58:52.670019","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_LEASE_ACCOUNTING","From Payment Date","fromDate","INTERFACE_LINE_ATTRIBUTE9","From Payment Date","From and To Dates of the Billing Item Id.","From Payment Date","From Payment Date","","","90","Y","TEXT_BOX","","","","","N","","","","","","","","N","N","","N","","N","2023/08/09 06:58:52.670019","SEED_DATA_FROM_APPLICATION","2023/08/09 06:58:52.670019","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_LEASE_ACCOUNTING","Lease Number","leaseNumber","INTERFACE_LINE_ATTRIBUTE1","Lease Number","Segment of the Lease Accounting Receivables Transaction Line descriptive flexfield that stores the lease number of the billing item.","Lease Number","Lease Number","","","10","Y","TEXT_BOX","","","","","Y","","","","","","","","N","N","","N","","N","2023/08/09 06:58:52.670019","SEED_DATA_FROM_APPLICATION","2023/08/09 06:58:52.670019","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_LEASE_ACCOUNTING","Property Location","propertyLocation","INTERFACE_LINE_ATTRIBUTE8","Property Location","Segment of the Lease Accounting Receivables Transaction Line descriptive flexfield that stores the internal HR business unit location of the asset.","Property Location","Property Location","","","80","Y","TEXT_BOX","","","","","Y","","","","","","","","N","N","","N","","N","2023/08/09 06:58:52.670019","SEED_DATA_FROM_APPLICATION","2023/08/09 06:58:52.670019","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_LEASE_ACCOUNTING","Property Number","propertyNumber","INTERFACE_LINE_ATTRIBUTE7","Property Number","Segment of the Lease Accounting Receivables Transaction Line descriptive flexfield that stores the hierarchical property number of the billing item.","Property Number","Property Number","","","70","Y","TEXT_BOX","","","","","Y","","","","","","","","N","N","","N","","N","2023/08/09 06:58:52.670019","SEED_DATA_FROM_APPLICATION","2023/08/09 06:58:52.670019","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_LEASE_ACCOUNTING","To Payment Date","toDate","INTERFACE_LINE_ATTRIBUTE10","To Payment Date","To Dates of the Billing Item Id.","To Payment Date","To Payment Date","","","100","Y","TEXT_BOX","","","","","N","","","","","","","","N","N","","N","","N","2023/08/09 06:58:52.670019","SEED_DATA_FROM_APPLICATION","2023/08/09 06:58:52.670019","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_PSCR","Agency","agency","INTERFACE_LINE_ATTRIBUTE5","Agency","Entity issuing the invoice.","Agency","Agency","","","50","Y","TEXT_BOX","","","","","N","","","","","","","","N","N","","N","","N","2020/03/20 00:08:10.914931","SEED_DATA_FROM_APPLICATION","2020/03/20 00:08:10.914931","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_PSCR","Bill","bill","INTERFACE_LINE_ATTRIBUTE7","Bill","Unique key of the PSCR bill.","Bill","Bill","","","70","Y","TEXT_BOX","","","","","N","","","","","","","","N","N","","N","","N","2020/03/20 00:08:10.914931","SEED_DATA_FROM_APPLICATION","2020/03/20 00:08:10.914931","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_PSCR","Bill Line","billLine","INTERFACE_LINE_ATTRIBUTE8","Bill Line","Unique key of the PSCR bill line.","Bill Line","Bill Line","","","80","Y","TEXT_BOX","","","","","N","","","","","","","","N","N","","N","","N","2020/03/20 00:08:10.914931","SEED_DATA_FROM_APPLICATION","2020/03/20 00:08:10.914931","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_PSCR","Bill Type","billType","INTERFACE_LINE_ATTRIBUTE6","Bill Type","Classifies invoices in PSCR into groups that have similar characteristics.","Bill Type","Bill Type","","","60","Y","TEXT_BOX","","","","","N","","","","","","","","N","N","","N","","N","2020/03/20 00:08:10.914931","SEED_DATA_FROM_APPLICATION","2020/03/20 00:08:10.914931","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_PSCR","Department","department","INTERFACE_LINE_ATTRIBUTE1","Department","Department to which the fee item is assigned.","Department","Department","","","10","Y","TEXT_BOX","","","","","N","","","","","","","","N","N","","N","","N","2020/03/20 00:08:10.914931","SEED_DATA_FROM_APPLICATION","2020/03/20 00:08:10.914931","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
"RA_INTERFACE_LINES","222","ORA_PSCR","Invoice Type","invoiceType","INTERFACE_LINE_ATTRIBUTE2","Invoice Type","Type of permit, citation, business license.","Invoice Type","Invoice Type","","","20","Y","TEXT_BOX","","","","","N","","","","","","","","N","N","","N","","N","2020/03/20 00:08:10.914931","SEED_DATA_FROM_APPLICATION","2020/03/20 00:08:10.914931","SEED_DATA_FROM_APPLICATION","-1","FND_FLEX_UPGRADE_FORMAT_ONLY_VARCHAR2_L30",""
